CustomerID,CustGender,CustAccountBalance,TransactionDate,TransactionTime,TransactionAmount (INR)
C1520665,M,34013.49,24/8/16,221712,344.14
C1520665,M,42221.39,4/9/16,210633,129.0
C7234673,M,91808.04,5/8/16,150448,11690.0
C7234673,F,39425.28,9/8/16,191005,429.0
C7234673,M,91808.04,28/8/16,201702,621.0
C7234673,M,1516.32,1/9/16,142837,300.0
C1434659,M,17673.8,17/8/16,122730,60.0
C1434659,M,6717.71,21/8/16,174518,793.0
C1434659,M,16882.26,4/9/16,204735,970.0
C1434659,F,288700.72,14/9/16,111022,10000.0
C9033982,M,132754.87,12/8/16,121313,3945.0
C9033982,M,19258.03,29/8/16,211556,255.0
C9033982,M,38978.69,30/8/16,94519,2575.23
C9033982,F,34436.86,9/9/16,212607,1679.0
C6424250,F,139106.66,3/8/16,131239,905.0
C6424250,M,586.39,10/8/16,184641,245.0
C6424250,M,18797.32,14/8/16,161521,265.0
C6424250,M,8968.86,21/8/16,175356,650.0
C3624316,F,3854.12,5/8/16,181334,271.0
C3624316,M,17186.1,4/8/16,41822,100.0
C3624316,M,1728986.39,11/9/16,224754,2050.0
C3624316,M,48593.94,13/9/16,195041,1000.0
C5038914,M,43829.42,10/8/16,122417,456.55
C5038914,F,41259.03,14/8/16,122419,500.0
C5038914,M,30770.2,20/8/16,90243,2850.0
C5038914,M,94303.97,12/9/16,956,200.0
C2219228,M,17889.81,27/9/16,165005,1271.0
C2219228,M,5359.67,5/8/16,141122,159.0
C2219228,M,40898.64,7/8/16,213351,911.0
C2219228,F,10516.61,22/8/16,200019,797.0
C6415318,M,25215.04,16/8/16,140450,1590.0
C6415318,M,18210.75,27/8/16,112437,206.0
C6415318,M,78.84,30/8/16,182456,59.0
C6415318,M,51336.24,1/9/16,195631,372.0
C1840062,F,11235.06,4/8/16,192009,800.0
C1840062,F,0.0,7/8/16,154432,100.0
C1840062,M,6791.42,18/8/16,173926,1711.94
C1840062,M,2173.72,19/8/16,181600,60.0
C3729139,M,4327.28,5/8/16,163553,1500.0
C3729139,F,14494.24,30/8/16,230204,100.0
C3729139,M,90722.53,31/8/16,211400,2100.0
C3729139,M,11710.16,9/9/16,193700,260.23
C6413090,F,154290.26,27/9/16,172230,1068.31
C6413090,F,24729.13,10/8/16,190956,1038.0
C6413090,M,24604.18,10/8/16,204827,997.0
C6413090,M,233466.45,17/8/16,184013,650.0
C1131076,M,2953.22,4/8/16,192039,294.0
C1131076,M,943.15,17/8/16,233007,1379.0
C1131076,M,158295.57,12/9/16,234048,31.0
C1131076,M,159.31,14/9/16,201252,332.0
C6741626,M,66.91,12/8/16,121228,50.0
C6741626,M,19.89,15/8/16,161807,10.0
C6741626,F,1443.59,25/8/16,205352,606.9
C6741626,M,17218.84,1/9/16,223357,169.0
C5111650,M,591.62,21/10/16,151701,2100.0
C5111650,M,173099.07,7/8/16,93748,613.0
C5111650,M,50643.19,26/8/16,102746,2000.0
C5111650,M,542464.55,31/8/16,84056,2000.0
C8728220,M,50972.84,1/8/16,225613,200.0
C8728220,M,12416.01,28/8/16,84628,20.0
C8728220,M,699.14,9/9/16,103742,200.0
C8728220,M,19756.4,12/9/16,164239,435.08
C4226842,F,26960.95,5/8/16,141158,2274.0
C4226842,F,233270.63,5/9/16,84248,2000.0
C4226842,M,15025.45,7/9/16,141049,39.0
C4226842,F,7534.66,13/9/16,181525,10423.0
C3018232,M,20070.49,5/8/16,141423,482.52
C3018232,F,160316.28,9/8/16,195130,111.0
C3018232,F,70462.69,15/8/16,131740,276.0
C3018232,M,201994.18,4/9/16,200126,1214.0
C6416070,F,31852.44,8/8/16,202341,399.0
C6416070,M,12213.97,4/9/16,231633,1125.0
C6416070,F,56022.5,9/9/16,222500,1034.0
C6416070,M,9754.38,14/9/16,180720,256.52
C2941063,F,16179.37,13/8/16,140046,50.0
C2941063,M,11234.32,30/8/16,234903,4120.4
C2941063,M,5688.43,8/9/16,194910,850.0
C2941063,M,9188.46,10/9/16,135908,1000.0
C3741055,M,185482.19,21/8/16,142948,20000.0
C3741055,M,185482.19,21/8/16,143033,20000.0
C3741055,M,185482.19,21/8/16,233911,256.0
C3741055,F,4828.81,26/8/16,4609,197.0
C6414834,M,120338.91,12/8/16,95445,249.0
C6414834,F,72229.44,11/8/16,113430,500.0
C6414834,F,187539.18,18/8/16,112458,250.0
C6414834,F,1461.47,30/8/16,90605,500.0
C8820182,M,920677.48,27/9/16,164800,4430.0
C8820182,M,29536.19,11/8/16,130815,92.0
C8820182,M,12091.56,17/8/16,192435,450.0
C8820182,F,11612.3,22/8/16,222632,50.0
C7335261,M,14125.22,25/8/16,180903,1527.0
C7335261,M,51027.49,31/8/16,144811,102.0
C7335261,M,4940.3,9/9/16,220805,500.0
C7335261,F,8338.24,13/9/16,153023,345.0
C8437370,M,12010.4,22/9/16,134501,297.5
C8437370,M,2211.52,11/8/16,172642,830.0
C8437370,M,413931.47,2/9/16,135648,880.0
C8437370,F,11.36,8/9/16,85122,100.0
C7218281,F,9971.83,27/9/16,160608,500.0
C7218281,M,84406.94,21/8/16,133727,4516.0
C7218281,M,280743.47,27/8/16,92958,4835.0
C7218281,M,11059.02,3/9/16,190703,1300.0
C6926968,M,81172.67,18/8/16,180828,500.0
C6926968,M,74742.99,21/8/16,154339,289.0
C6926968,M,596.79,23/8/16,211343,255.0
C6926968,F,84509.29,29/8/16,83222,100.0
C6221080,M,113301.81,2/8/16,104207,507.0
C6221080,F,450304.71,13/8/16,114358,1000.0
C6221080,M,8998.67,29/8/16,213648,100.0
C6221080,M,15741.5,2/9/16,25935,1099.0
C3422976,M,61327.34,12/8/16,122744,901.75
C3422976,F,152391.01,12/8/16,124759,379.12
C3422976,M,1161.17,18/8/16,210419,20.0
C3422976,M,38266.4,2/9/16,162817,73.0
C5736639,M,660.08,11/8/16,165315,42.0
C5736639,M,35274.67,11/8/16,161552,100.0
C5736639,M,4485.12,27/8/16,122336,900.0
C5736639,M,36646.69,1/9/16,150050,85.0
C3833916,F,20278.53,2/8/16,54810,100.0
C3833916,M,2753.22,27/8/16,142934,6.0
C3833916,F,1005.51,6/9/16,144557,10.0
C3833916,M,16969.32,10/9/16,130219,700.0
C6516391,M,7014.12,13/8/16,191446,50.0
C6516391,M,131416.46,26/8/16,120330,304.0
C6516391,M,3345.69,4/9/16,214632,303.0
C6516391,M,47782.02,9/9/16,120534,127.0
C3912612,M,18832.09,2/8/16,121227,50.0
C3912612,F,48762.23,5/8/16,94649,6710.0
C3912612,M,63209.79,18/8/16,115938,829.0
C3912612,M,46656.72,10/9/16,143759,220.0
C4839056,M,5.15,8/8/16,202722,1258.0
C4839056,M,34176.76,7/8/16,154123,313.8
C4839056,M,112082.88,7/8/16,155725,280.0
C4839056,F,46243.15,29/8/16,204558,119.0
C7916114,M,33769.16,27/8/16,150330,1499.0
C7916114,M,3405530.63,2/9/16,143307,20592.79
C7916114,F,44178.25,8/9/16,140451,208.0
C7916114,M,273395.44,18/9/16,135938,1505.0
C5522991,M,20439.87,15/8/16,210246,650.0
C5522991,F,22507.4,19/8/16,54601,5577.0
C5522991,M,1161.17,31/8/16,124902,10.0
C5522991,M,48983.67,10/9/16,143236,689.0
C3337968,M,799.03,2/8/16,130453,563.0
C3337968,M,5156.22,1/8/16,144913,138.0
C3337968,M,86060.12,8/8/16,164437,3568.15
C3337968,F,517472.18,13/9/16,105533,315.0
C6733845,M,9425.98,8/8/16,172822,298.0
C6733845,M,902.83,15/8/16,201211,32.0
C6733845,F,23707.6,24/8/16,92830,986.0
C6733845,M,34047.25,14/9/16,194548,170.0
C8330984,F,13059.06,27/9/16,160901,240.0
C8330984,M,115.32,13/8/16,170703,359.0
C8330984,F,3305.85,4/9/16,165708,249.0
C8330984,M,8530.67,11/9/16,184248,120.0
C1934622,M,9344.45,1/8/16,173022,420.0
C1934622,M,535.44,31/8/16,184642,320.0
C1934622,F,0.14,28/8/16,100801,67.0
C1934622,F,7911.48,28/8/16,111326,1350.0
C3041843,F,46245.41,3/8/16,200010,100.0
C3041843,M,10110.8,21/8/16,205317,580.0
C3041843,F,1147336.53,28/8/16,200430,1159.78
C3041843,M,8.75,14/9/16,180512,70.0
C8619451,F,16679.88,29/8/16,210827,2534.0
C8619451,M,23509.82,25/8/16,205921,302.0
C8619451,M,4618.76,3/9/16,192807,11940.0
C8619451,M,24108.25,2/9/16,194404,900.0
C3822929,M,2231.94,1/8/16,181448,1095.0
C3822929,M,8216.44,9/8/16,192713,891.0
C3822929,F,5685.74,10/8/16,112435,828.0
C3822929,F,68967.85,27/8/16,185422,889.0
C2617449,M,130053.9,22/9/16,115216,1900.0
C2617449,F,10401.06,15/8/16,163209,5400.0
C2617449,M,40664.53,17/8/16,135801,589.0
C2617449,F,453067.45,31/8/16,174818,149.0
C4123719,M,39112.59,2/8/16,120029,740.0
C4123719,M,399.97,11/8/16,142300,100.0
C4123719,F,12458.61,14/8/16,231754,748.0
C4123719,M,13952.73,26/8/16,170411,200.0
C2634419,F,6388.02,27/9/16,165823,1000.0
C2634419,M,775234.72,10/9/16,180241,10942.0
C2634419,M,2388.87,14/9/16,201250,825.0
C2634419,M,229428.18,18/9/16,124216,4000.0
C2732236,F,35.34,2/8/16,222246,185.0
C2732236,F,28867.22,13/8/16,155036,1449.0
C2732236,F,12151.57,25/8/16,140301,297.0
C2732236,M,184.34,11/9/16,190423,12552.0
C4215053,M,290668.48,20/8/16,203814,3772.5
C4215053,M,23557.66,2/9/16,193134,1305.87
C4215053,M,461762.14,8/9/16,110832,4618.33
C4215053,M,4284.96,11/9/16,194805,58.0
C3726475,M,5.42,18/8/16,220742,19.0
C3726475,F,112137.76,4/9/16,163419,1000.0
C3726475,M,1867.7,9/9/16,191555,1035.0
C3726475,M,8762.19,9/9/16,215302,200.0
C3937962,F,66040.41,1/8/16,200214,820.0
C3937962,M,19433.42,29/8/16,90019,299.0
C3937962,M,15920.83,6/9/16,190635,90.0
C3937962,M,26.25,8/9/16,102735,1000.0
C8326936,M,40549.89,1/8/16,65449,44.0
C8326936,F,10603.28,28/8/16,220446,570.0
C8326936,M,45387.33,28/8/16,183951,840.0
C8326936,M,37181.78,13/9/16,225435,210.0
C8019219,M,23116.1,3/8/16,45831,712.07
C8019219,M,3090.39,9/8/16,200343,1524.0
C8019219,M,315657.14,8/8/16,175019,2600.0
C8019219,M,10534.72,10/9/16,135604,17500.0
C8034390,M,106337.32,22/9/16,71555,310.0
C8034390,M,3226.45,12/8/16,235834,3199.76
C8034390,M,12698.6,13/8/16,105822,666.0
C8034390,M,3213.36,14/9/16,190205,55.0
C5825556,M,1102.67,24/8/16,180358,72.0
C5825556,M,13012.56,2/9/16,202417,50.0
C5825556,M,1473.09,8/9/16,232744,2858.0
C5825556,F,23700.51,7/9/16,63722,1210.0
C3719643,M,12869.29,3/8/16,91927,1010.0
C3719643,M,9247.47,5/8/16,221653,245.0
C3719643,M,26639.42,9/8/16,184052,349.0
C3719643,M,25525.44,22/8/16,82704,1357.06
C1928065,M,3186.8,13/8/16,142337,40.0
C1928065,F,8541.94,13/8/16,121758,801.0
C1928065,M,131736.48,20/8/16,195844,901.0
C1928065,F,195951.02,4/9/16,110723,643.0
C7140822,M,4538.83,3/8/16,93721,110.0
C7140822,M,28.37,9/8/16,213259,242.0
C7140822,F,20351.29,7/8/16,163905,2629.0
C7140822,M,1231.75,14/9/16,183603,59.0
C7320748,F,278.93,18/8/16,175138,248.98
C7320748,M,614.53,16/8/16,214553,403.0
C7320748,M,27324.25,6/9/16,133705,300.0
C7320748,M,677.26,11/9/16,112620,165.0
C8014973,M,11.1,2/8/16,112932,117.0
C8014973,M,262.79,2/8/16,202514,2111.0
C8014973,M,60179.54,5/9/16,145708,407.0
C8014973,M,6160.07,10/9/16,134631,234.0
C6116480,M,1430.26,12/8/16,112636,49.0
C6116480,M,54556.34,27/8/16,150009,37.0
C6116480,F,510696.71,15/9/16,51044,50.0
C6116480,M,25513.95,14/9/16,135713,957.0
C1418821,M,17494.31,3/8/16,50842,50.0
C1418821,M,137527.79,6/8/16,154236,5500.0
C1418821,F,5.49,20/8/16,94527,10.0
C1418821,M,5393.9,8/9/16,202644,100.0
C5119575,M,8541.43,17/8/16,151845,298.0
C5119575,F,198.89,2/9/16,105559,67.0
C5119575,F,153093.27,4/9/16,202912,458.0
C5119575,F,8691.9,15/9/16,102955,62.0
C1336311,M,5842.47,13/8/16,171325,240.0
C1336311,M,59185.73,21/8/16,114147,356.8
C1336311,M,12581.68,3/9/16,13257,140.0
C1336311,F,10492.67,5/9/16,181924,100.0
C5937438,F,10170.2,6/8/16,201014,440.0
C5937438,M,19176.3,5/8/16,185442,2361.85
C5937438,M,12.26,8/8/16,94722,200.0
C5937438,F,20248.22,17/8/16,164840,98.0
C6324851,M,3998.55,1/8/16,210629,1433.0
C6324851,M,18009.35,22/8/16,211126,50.0
C6324851,F,173469.49,5/9/16,132735,1050.0
C6324851,M,132698.44,15/9/16,123837,159.0
C7210144,M,581091.53,9/8/16,121851,3240.0
C7210144,M,266295.11,16/8/16,102209,204.0
C7210144,M,16202.49,16/8/16,427,12.0
C7210144,M,96110.79,6/9/16,113445,3850.0
C2927039,M,9783.49,26/9/16,141520,689.0
C2927039,M,7557.59,26/9/16,200630,629.0
C2927039,M,8607.05,10/8/16,84912,500.0
C2927039,M,2080.23,16/8/16,162406,239.0
C7439289,M,18889.58,15/8/16,184549,562.0
C7439289,F,7091.51,5/9/16,182949,500.0
C7439289,F,590136.25,5/9/16,200034,1988.0
C7439289,M,1234122.52,11/9/16,134143,4609.03
C4016325,M,5872.9,1/8/16,200351,27.0
C4016325,M,1446.72,4/8/16,174357,1000.0
C4016325,M,3384.12,8/8/16,184451,728.0
C4016325,M,13215.03,6/9/16,153703,22.0
C2612736,M,826.69,17/8/16,222647,58.0
C2612736,M,938308.6,21/8/16,105819,530.0
C2612736,M,18231.93,31/8/16,194007,420.0
C2612736,F,19420.99,3/9/16,184558,385.0
C4038969,M,281607.6,10/8/16,92334,4781.0
C4038969,F,3826.53,21/8/16,195204,399.0
C4038969,M,16173.29,8/9/16,194516,1749.0
C4038969,M,100078.85,10/9/16,193433,460.0
C8532533,M,50917.0,27/8/16,103339,100.87
C8532533,F,26622.51,5/9/16,200145,2796.0
C8532533,M,13226.06,15/9/16,221420,445.0
C8532533,M,512075.07,14/9/16,220054,1107.0
C1525162,M,29064.51,6/8/16,130352,127.09
C1525162,F,2814.38,20/8/16,185033,280.0
C1525162,F,9927.68,3/9/16,210544,311.0
C1525162,M,16003.61,6/9/16,193839,500.0
C8334814,F,2155.47,18/8/16,120709,23.0
C8334814,M,67286.92,18/8/16,180255,2674.0
C8334814,M,11341.36,3/9/16,213628,327.0
C8334814,M,44130.64,11/9/16,182350,522.0
C4214367,F,11536.48,8/8/16,150436,920.0
C4214367,F,140838.99,20/8/16,131109,2058.0
C4214367,F,77416.57,5/9/16,214114,235.0
C4214367,M,33576.71,10/9/16,184155,606.9
C5210078,M,678.88,3/8/16,134416,2354.63
C5210078,F,28086.76,16/8/16,234709,1001.0
C5210078,M,10144.19,30/8/16,210423,3483.0
C5210078,F,36988.92,4/9/16,162927,200.0
C2110669,M,4626.03,3/9/16,111745,205.37
C2110669,M,64.78,29/8/16,212341,900.0
C2110669,M,244.88,2/9/16,125534,237.0
C2110669,M,16183.88,18/9/16,35759,1259.0
C2417223,M,91.23,3/8/16,134636,900.0
C2417223,F,4618.75,6/8/16,155438,745.0
C2417223,M,1271.64,6/8/16,152548,840.0
C2417223,M,4539.03,8/9/16,113324,200.0
C3731386,F,32306.56,15/8/16,93409,100.0
C3731386,M,224795.8,28/8/16,183806,401.84
C3731386,M,8638.2,6/9/16,133601,3291.0
C3731386,F,762.61,14/9/16,183215,1000.0
C4425574,M,12008.44,27/9/16,155123,500.0
C4425574,M,3756.68,12/8/16,223946,606.9
C4425574,M,23197.11,4/9/16,182338,148.0
C4425574,F,2019.76,7/9/16,210140,250.0
C5420735,F,869061.5,8/8/16,93303,1000.0
C5420735,M,7936.08,22/8/16,102047,320.0
C5420735,M,1096842.32,22/8/16,195304,138.0
C5420735,M,142181.03,13/9/16,135941,1000.0
C5336518,M,28016.77,28/8/16,191430,149.0
C5336518,M,48776.88,1/9/16,123734,473.0
C5336518,M,18272.17,15/9/16,165157,376.34
C5336518,M,16763.83,14/9/16,151920,1334.35
C7516522,M,66.95,15/8/16,222140,27.0
C7516522,M,613.56,16/8/16,214256,223.8
C7516522,F,58612.64,24/8/16,224348,195.0
C7516522,M,125252.74,25/8/16,225517,1380.0
C8910942,M,39741.81,30/8/16,155343,252.16
C8910942,F,2346.67,1/9/16,223245,20.0
C8910942,F,29395.05,1/9/16,103441,199.0
C8910942,F,21211.47,7/9/16,182419,143.0
C2733847,F,8377.04,10/8/16,191615,1125.0
C2733847,F,23097.18,10/8/16,181440,99.0
C2733847,M,3516.56,24/8/16,104410,1112.31
C2733847,M,2787.66,12/9/16,221946,75.0
C5938921,M,58657.21,3/8/16,160722,144.0
C5938921,M,3541.34,7/8/16,143825,700.0
C5938921,M,937564.86,17/8/16,160630,510.0
C5938921,M,299938.39,29/8/16,211937,199.25
C7924262,M,168580.96,15/8/16,212234,2461.5
C7924262,M,16032.18,28/8/16,233829,269.0
C7924262,F,39153.88,9/9/16,190203,3000.0
C7924262,M,269526.05,13/9/16,194736,2044.37
C8631591,M,26853.33,6/8/16,220111,300.0
C8631591,M,8560.13,26/8/16,181204,50.0
C8631591,M,8839.43,7/9/16,141453,20.0
C8631591,M,1.7,10/9/16,165108,70.0
C6337174,F,11909.14,15/8/16,184549,9.0
C6337174,M,8440.66,16/8/16,165009,1200.0
C6337174,F,5501.57,31/8/16,191627,509.0
C6337174,M,2706589.04,30/8/16,164810,1250.0
C3214042,M,135125.06,23/8/16,145620,390.0
C3214042,M,61.65,26/8/16,145937,397.0
C3214042,M,109387.3,28/8/16,200706,2299.0
C3214042,M,17153.54,2/9/16,163642,735.0
C2723757,M,1425.98,9/8/16,152228,449.0
C2723757,M,11.98,17/8/16,132322,4694.04
C2723757,M,70288.43,31/8/16,191101,200.0
C2723757,M,274.96,9/9/16,30739,1.0
C5928228,M,34369.9,3/8/16,142803,347.0
C5928228,M,333.33,16/8/16,220849,6000.0
C5928228,M,19756.4,25/8/16,174001,599.0
C5928228,F,6506.32,4/9/16,135040,20.0
C2925688,M,62859.11,3/8/16,220653,1000.0
C2925688,M,13027.09,2/8/16,162344,844.0
C2925688,M,18332.25,1/8/16,221545,398.0
C2925688,M,2516.82,14/9/16,184340,175.0
C5410642,M,45856.24,9/8/16,125540,712.0
C5410642,M,39272.57,10/8/16,141647,35.0
C5410642,M,237.25,13/8/16,200739,3100.0
C5410642,M,69413.31,2/9/16,103641,860.87
C5335860,M,20283.88,21/10/16,211135,810.0
C5335860,M,31.59,8/8/16,140920,98.0
C5335860,M,17742.26,27/8/16,150539,800.0
C5335860,M,274245.22,7/9/16,93128,700.0
C8833482,M,27939.65,26/9/16,192208,574.0
C8833482,M,6715.35,4/9/16,153608,88.0
C8833482,M,3141609.04,14/9/16,190413,750.0
C8833482,M,2016.17,18/9/16,103446,50.0
C5230721,M,20928.89,5/9/16,125518,1500.0
C5230721,F,22821.49,10/9/16,200644,100.0
C5230721,M,23192.38,15/9/16,84310,1926.0
C5230721,F,6135.49,13/9/16,161807,380.0
C5420849,M,1433.89,5/8/16,123949,725.0
C5420849,F,206766.78,4/8/16,140557,1.37
C5420849,M,75235.7,8/8/16,221615,844.0
C5420849,F,9012.46,11/8/16,131538,1748.0
C3314838,F,10349.21,3/8/16,225053,2531.63
C3314838,M,3.51,14/8/16,175339,299.0
C3314838,M,2828.69,1/9/16,164531,10.0
C3314838,M,76989.87,13/9/16,133204,634.22
C8720952,M,52.57,8/8/16,41811,61.25
C8720952,M,5212.42,15/8/16,194812,458.0
C8720952,M,71463.13,27/8/16,194052,106.0
C8720952,F,20295.44,14/9/16,125749,324.0
C2023589,M,72.5,15/8/16,145618,2909.5
C2023589,M,6696.58,18/8/16,195950,596.0
C2023589,M,406.44,1/9/16,104709,50.0
C2023589,M,4573.05,11/9/16,180023,1600.0
C1813117,M,28185.68,20/8/16,190523,300.0
C1813117,M,73008.28,29/8/16,165940,100.0
C1813117,F,13008.77,8/9/16,170605,300.0
C1813117,M,47436.19,8/9/16,182131,148.0
C6513166,M,11031.13,21/8/16,131600,220.0
C6513166,M,8392.06,10/9/16,140749,5000.0
C6513166,F,26630.03,15/9/16,190648,755.9
C6513166,M,433926.88,14/9/16,103024,1700.0
C2237461,F,35356.71,8/8/16,103502,205.0
C2237461,M,94548.36,27/8/16,194001,615.0
C2237461,M,114051.74,29/8/16,125122,1133.0
C2237461,M,90068.74,4/9/16,132647,200.0
C7331455,M,32101.78,26/9/16,190740,1690.7
C7331455,F,273989.77,2/8/16,163826,140.0
C7331455,F,9016.56,1/8/16,105824,60.0
C7331455,M,35146.93,7/8/16,143458,500.0
C8533186,M,4572.07,6/8/16,193524,330.0
C8533186,M,91850.06,9/8/16,174457,348.0
C8533186,M,3766.06,8/8/16,53741,20.0
C8533186,M,1901.91,30/8/16,122137,200.0
C3624666,M,11315.87,26/9/16,185626,532.0
C3624666,M,13638.99,26/9/16,215534,2670.0
C3624666,M,33.01,18/8/16,184952,40.0
C3624666,M,148143.97,5/9/16,200212,2321.12
C3230987,M,6905.59,26/9/16,193604,70.0
C3230987,M,532.85,19/8/16,163544,50.0
C3230987,M,0.0,29/8/16,231656,26.0
C3230987,M,13429.61,5/9/16,92318,68.0
C7033977,M,22158.34,27/9/16,152305,720.0
C7033977,M,4686628.65,16/8/16,191653,2090.0
C7033977,F,12223.03,8/9/16,224231,3629.0
C7033977,F,4774.6,11/9/16,85541,1240.0
C1136378,M,10426.76,8/8/16,150309,1492.0
C1136378,F,94453.56,19/8/16,145113,1300.0
C1136378,M,12746.78,5/9/16,133029,500.0
C1136378,M,7268.84,10/9/16,105449,466.0
C4833280,M,10279.77,21/10/16,193318,1200.0
C4833280,F,2526.0,13/8/16,191244,200.0
C4833280,F,29033.83,31/8/16,154421,41.0
C4833280,M,19098.62,10/9/16,82301,107.0
C4034378,F,571.01,15/8/16,134935,958.0
C4034378,F,34455.31,21/8/16,212640,126.0
C4034378,M,24689.93,8/9/16,190212,521.0
C4034378,M,22880.97,15/9/16,194251,44.0
C6124421,M,13696.25,9/8/16,4032,1521.0
C6124421,F,151735.12,18/8/16,172324,165.0
C6124421,M,3032.55,12/9/16,175902,625.0
C6124421,M,908.85,11/9/16,134722,200.0
C3735149,M,41935.01,18/8/16,125656,2021.0
C3735149,F,24373.82,17/8/16,165400,100.0
C3735149,M,12716.63,2/9/16,131614,621.8
C3735149,F,23257.63,6/9/16,171804,130.0
C4135082,M,291.62,6/8/16,11236,200.0
C4135082,M,4880.82,5/8/16,145711,1000.0
C4135082,F,738.03,27/8/16,185858,1250.0
C4135082,M,258.85,15/9/16,152850,1260.0
C2910390,F,3299.01,23/9/16,201937,347.0
C2910390,M,36977.98,8/8/16,194731,453.0
C2910390,M,53705.62,21/8/16,230215,100.0
C2910390,M,29067.23,8/9/16,112719,1297.28
C2915746,M,84842.11,3/9/16,113129,200.0
C2915746,M,29978.2,17/8/16,181031,309.0
C2915746,M,3512.79,31/8/16,111106,14748.0
C2915746,M,4012.62,14/9/16,132351,160.0
C2718732,M,621430.66,9/8/16,132642,4594.09
C2718732,M,1446.14,24/8/16,93228,100.0
C2718732,M,11716.57,1/9/16,821,295.0
C2718732,M,11815.51,9/9/16,173413,72.0
C3111381,M,79.15,13/8/16,181951,2199.0
C3111381,M,5307.56,16/8/16,153415,14999.0
C3111381,M,60582.53,28/8/16,211932,227.9
C3111381,M,12269.1,13/9/16,172931,200.0
C1619643,F,20.37,6/8/16,20755,353.0
C1619643,F,1519.44,19/8/16,192953,800.0
C1619643,F,11.28,9/9/16,190335,50.0
C1619643,F,58152.12,11/9/16,80526,936.0
C7829736,M,3893.04,2/8/16,92259,40.0
C7829736,M,14127.43,11/8/16,102135,128.68
C7829736,M,25.78,26/8/16,140617,296.0
C7829736,M,70457.79,4/9/16,123242,1968.0
C3310178,M,8359.24,5/8/16,121836,460.0
C3310178,M,528.16,4/8/16,134203,50.0
C3310178,M,178355.28,15/8/16,150843,131.0
C3310178,M,192889.18,15/9/16,200130,1000.0
C2210184,M,528.16,11/8/16,143656,250.0
C2210184,F,9059.77,4/9/16,214837,12021.0
C2210184,F,14412.47,7/9/16,215247,150.0
C2210184,F,3601.66,12/9/16,224413,195.0
C5328569,M,542973.17,26/9/16,222714,188.0
C5328569,M,0.69,12/8/16,104656,5.0
C5328569,M,234405.63,15/8/16,93503,2093.0
C5328569,M,5237.36,10/9/16,220728,156.0
C5421829,F,286.27,1/8/16,44222,30.0
C5421829,M,6331.91,19/8/16,114126,100.0
C5421829,M,73972.46,11/9/16,140801,490.67
C5421829,M,26790.51,10/9/16,145126,190.0
C2923951,F,214.86,8/8/16,173742,109.0
C2923951,F,65009.41,22/8/16,84013,348.0
C2923951,F,98221.73,24/8/16,151019,39000.0
C2923951,M,89.73,28/8/16,171610,145.75
C8016935,M,36875.62,6/8/16,223254,3667.56
C8016935,M,745.28,10/8/16,170010,789.0
C8016935,M,23386.52,6/9/16,200053,1131.0
C8016935,M,83769.96,4/9/16,200025,445.0
C6525516,F,58251.62,21/10/16,152612,25000.0
C6525516,F,173844.99,10/8/16,132908,432.0
C6525516,M,391.34,14/8/16,205659,669.0
C6525516,F,72614.25,28/8/16,201100,192.0
C5736777,M,16730.1,26/9/16,222903,2125.0
C5736777,F,1559.14,2/9/16,205258,245.0
C5736777,M,91847.22,14/9/16,80516,222.0
C5736777,M,7.31,18/9/16,145329,50.0
C2126625,F,7693.8,26/9/16,222627,100.0
C2126625,M,1105.95,3/8/16,110739,60.0
C2126625,M,218560.68,27/8/16,33004,22.7
C2126625,M,1883047.15,22/8/16,123237,2610.0
C3511271,M,1441.5,5/8/16,73636,1359.0
C3511271,M,51.16,4/8/16,82145,100.0
C3511271,M,8437.65,10/8/16,205041,385.0
C3511271,F,4470.15,5/9/16,102644,19.0
C2438972,M,94303.97,2/8/16,5625,108.0
C2438972,M,67459.35,15/8/16,195531,370.0
C2438972,M,16173.29,29/8/16,232117,350.0
C2438972,M,33952.65,14/9/16,205758,220.0
C8537157,M,80490.23,3/9/16,123955,6500.0
C8537157,M,7.06,12/8/16,180605,50.0
C8537157,F,6564.76,4/9/16,220840,139.0
C8537157,M,449242.31,12/9/16,114937,249.0
C3140488,M,6580.25,8/8/16,125127,55.0
C3140488,F,68456.15,14/8/16,185833,65.0
C3140488,M,39066.38,26/8/16,192154,200.0
C3140488,M,169.71,10/9/16,174223,1433.5
C8837051,M,6262.92,5/8/16,80231,300.0
C8837051,M,3826.48,16/8/16,203358,579.0
C8837051,M,18752.86,21/8/16,201212,200.0
C8837051,M,14210.74,30/8/16,115329,827.13
C1333940,M,17096.42,27/8/16,181830,174.0
C1333940,M,62276.47,31/8/16,74716,230.0
C1333940,M,5.92,28/8/16,11001,343.0
C1333940,M,3076.87,12/9/16,173313,136.0
C3114022,M,61009.84,1/8/16,203926,1500.0
C3114022,M,32873.22,5/8/16,181653,597.0
C3114022,F,26884.53,7/8/16,135339,173.0
C3114022,M,25224.59,1/9/16,195710,370.0
C3120246,M,8024.13,26/9/16,152222,48.0
C3120246,F,1120613.76,4/8/16,195915,2566.0
C3120246,F,102288.18,8/8/16,101016,145.0
C3120246,M,156962.25,11/9/16,203449,747.5
C4818426,M,5240.71,26/9/16,151248,89.0
C4818426,F,39553.32,12/8/16,194900,512.0
C4818426,M,103372.3,5/9/16,210721,2773.56
C4818426,M,733812.91,12/9/16,172735,280.0
