"CustomerID,CustGender,CustAccountBalance,TransactionDateTime",User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y
"C2435228,M,7782.24,2016-09-30 20:21:02",Student,52,Female,Single,Medium,University,Radiation protection practitioner,Own,2,0.12,536.0,Bad,True,True,True,True,True,True
"C2435390,F,39191.44,2016-09-08 20:02:56",Student,43,Female,Single,Low,College,Animal nutritionist,Rent,5,0.2,778.0,Good,True,True,False,False,True,True
"C2435619,M,12520.08,2016-09-18 13:04:58",Self-Employed,62,Male,Married,Medium,High School,"Teacher, English as a foreign language",Own,3,0.45,730.0,Good,True,False,False,True,False,False
"C2436066,M,36203.69,2016-09-11 15:45:29",Young Professional,50,Male,Widowed,High,High School,Oncologist,Own,0,0.23,510.0,Bad,False,False,True,True,False,True
"C2438040,M,61886.61,2016-09-07 13:56:23",Young Professional,28,Female,Divorced,Low,High School,Commercial horticulturist,Own,4,0.26,820.0,Good,True,True,False,True,False,False
"C2438972,M,33952.65,2016-09-14 20:57:58",Young Professional,24,Male,Single,High,College,Financial risk analyst,Own,1,0.18,659.0,Moderate,False,False,True,True,False,False
"C2439181,M,3896.36,2016-09-18 19:58:14",Self-Employed,45,Male,Divorced,Medium,University,Interior and spatial designer,Rent,5,0.13,716.0,Bad,True,True,True,False,False,True
"C2439247,F,24044.02,2016-08-27 20:05:37",Retired,27,Male,Single,Low,High School,Plant breeder/geneticist,Rent,1,0.12,715.0,Good,True,False,False,False,False,False
"C2439825,M,34065.17,2016-09-11 15:21:34",Student,39,Male,Single,Low,University,Publishing copy,Own,5,0.47,630.0,Moderate,False,False,True,False,False,True
"C2510038,M,4460.02,2016-09-10 17:01:42",Young Professional,62,Male,Married,High,University,Archivist,Own,1,0.13,827.0,Bad,True,False,False,False,False,True
"C2510352,M,53603.4,2016-09-12 10:28:36",Retired,52,Male,Single,Low,College,Theatre manager,Own,0,0.19,431.0,Good,False,False,False,False,True,False
"C2513434,M,10233.42,2016-09-09 21:40:08",Retired,67,Female,Married,Low,University,Legal secretary,Own,4,0.11,365.0,Bad,True,False,True,False,True,False
"C2514546,M,97797.91,2016-08-31 17:53:25",Self-Employed,44,Male,Divorced,Medium,College,"Engineer, drilling",Own,2,0.26,465.0,Moderate,False,True,True,False,True,False
"C2518014,M,783832.19,2016-09-11 16:19:58",Young Professional,67,Female,Widowed,High,High School,Contractor,Own,0,0.32,460.0,Moderate,True,False,False,False,False,False
"C2518636,M,230079.02,2016-09-06 19:28:46",Self-Employed,66,Male,Divorced,High,University,Aid worker,Rent,5,0.14,708.0,Bad,False,False,False,False,False,True
"C2520287,M,652.8,2016-09-02 12:45:32",Self-Employed,70,Male,Widowed,Low,High School,Equality and diversity officer,Rent,5,0.37,410.0,Moderate,False,True,False,True,False,True
"C2520314,M,6241.32,2016-09-27 17:51:29",Retired,20,Female,Widowed,High,University,Ambulance person,Rent,2,0.38,446.0,Bad,False,False,True,True,False,False
"C2521329,M,617.68,2016-09-04 11:35:24",Retired,47,Female,Divorced,Low,University,"Therapist, drama",Own,3,0.28,555.0,Good,False,False,True,True,False,False
"C2522343,M,2494.83,2016-08-28 12:02:55",Young Professional,62,Male,Divorced,Low,University,Maintenance engineer,Own,2,0.29,343.0,Bad,False,True,True,False,False,False
"C2527616,M,3922.51,2016-09-12 14:03:09",Self-Employed,63,Male,Single,Low,College,"Conservator, museum/gallery",Rent,4,0.21,679.0,Moderate,True,True,False,False,False,False
"C2527891,M,11587.17,2016-09-13 08:21:28",Self-Employed,30,Female,Divorced,Medium,College,Accommodation manager,Own,1,0.25,769.0,Moderate,False,True,True,False,False,True
"C2528741,M,48.78,2016-09-10 12:10:45",Student,64,Male,Divorced,Low,College,Insurance broker,Own,0,0.43,792.0,Bad,True,True,True,True,True,False
"C2530566,M,7.99,2016-08-27 12:30:33",Young Professional,67,Male,Divorced,High,University,Research scientist (physical sciences),Rent,1,0.24,435.0,Moderate,False,True,True,True,False,False
"C2532230,M,307208.2,2016-09-10 17:05:46",Retired,24,Male,Single,Low,University,"Scientist, biomedical",Own,4,0.21,591.0,Moderate,True,False,False,False,False,False
"C2532653,F,14966.84,2016-09-07 21:01:11",Retired,62,Female,Single,Medium,University,Retail banker,Rent,0,0.26,369.0,Bad,False,False,False,False,False,True
"C2534758,M,13432.07,2016-09-02 16:24:08",Retired,39,Male,Single,High,College,Magazine features editor,Own,4,0.21,347.0,Bad,False,False,True,True,True,False
"C2536876,M,18706.74,2016-09-08 20:56:27",Self-Employed,64,Male,Divorced,High,College,Legal executive,Rent,1,0.26,679.0,Bad,True,False,True,True,True,False
"C2537475,M,4186.51,2016-09-05 22:12:53",Student,68,Male,Divorced,High,College,Technical author,Rent,1,0.42,346.0,Bad,True,False,False,False,False,False
"C2611265,M,5023.55,2016-09-15 23:43:03",Young Professional,25,Male,Single,Low,University,"Surveyor, planning and development",Own,2,0.4,432.0,Bad,False,False,True,False,True,False
"C2611718,M,255217.87,2016-08-30 22:15:18",Young Professional,34,Female,Widowed,Medium,University,Administrator,Own,0,0.23,823.0,Bad,False,True,True,False,False,False
"C2612040,M,33166.69,2016-09-02 15:08:34",Self-Employed,20,Female,Divorced,Low,High School,Brewing technologist,Rent,1,0.44,467.0,Good,False,True,False,True,True,True
"C2612290,M,1236.14,2016-09-18 16:45:41",Young Professional,42,Female,Married,High,University,Mudlogger,Own,4,0.36,483.0,Bad,False,False,False,True,True,True
"C2612570,M,6535.24,2016-08-30 19:51:52",Retired,57,Male,Single,Low,College,"Exhibitions officer, museum/gallery",Rent,3,0.48,344.0,Moderate,True,True,True,False,False,True
"C2612733,M,2849.33,2016-09-25 21:22:39",Self-Employed,45,Male,Married,Medium,University,"Programme researcher, broadcasting/film/video",Own,4,0.45,367.0,Good,False,False,False,True,False,False
"C2612736,F,19420.99,2016-09-03 18:45:58",Young Professional,49,Female,Widowed,High,College,Pensions consultant,Rent,3,0.33,743.0,Good,False,True,True,True,False,False
"C2613491,F,58608.95,2016-09-15 12:37:31",Retired,21,Male,Widowed,Low,High School,Retail manager,Own,5,0.47,320.0,Moderate,True,False,True,False,False,True
"C2615148,M,1031.52,2016-09-13 20:51:08",Self-Employed,42,Male,Married,High,University,Clinical cytogeneticist,Own,4,0.43,801.0,Moderate,False,False,False,False,False,False
"C2615922,M,24862.32,2016-09-10 12:10:02",Young Professional,54,Female,Divorced,Medium,High School,Medical technical officer,Rent,2,0.34,490.0,Good,False,False,True,True,False,False
"C2617449,M,130053.9,2016-09-22 11:52:16",Retired,38,Female,Widowed,Medium,High School,Clinical research associate,Own,0,0.19,775.0,Moderate,True,False,True,True,False,False
"C2618516,F,8957.51,2016-09-13 19:44:13",Self-Employed,49,Male,Single,Low,High School,Technical author,Own,5,0.24,720.0,Moderate,True,False,True,True,True,True
"C2618678,M,7468.45,2016-09-22 14:10:27",Self-Employed,21,Female,Single,Medium,High School,Ranger/warden,Rent,2,0.37,847.0,Moderate,False,True,False,True,True,True
"C2618967,M,87763.45,2016-09-08 21:21:12",Self-Employed,65,Female,Divorced,Low,College,Textile designer,Rent,4,0.37,789.0,Bad,False,False,True,True,True,False
"C2619090,M,46266.57,2016-08-31 09:23:18",Young Professional,54,Male,Married,High,University,"Engineer, production",Rent,5,0.43,333.0,Good,False,False,False,False,True,False
"C2619755,M,1386.75,2016-09-13 20:18:29",Student,68,Male,Single,Low,University,"Teacher, special educational needs",Own,3,0.42,574.0,Good,True,True,True,False,False,False
"C2620414,M,764.4,2016-09-02 20:50:52",Student,29,Male,Single,Low,High School,Technical brewer,Own,5,0.16,309.0,Good,True,False,True,True,True,True
"C2624615,M,37464.92,2016-09-27 19:28:00",Self-Employed,52,Male,Widowed,Low,College,Data scientist,Own,1,0.17,301.0,Bad,False,True,True,False,False,False
"C2626113,F,8998.8,2016-09-14 15:15:28",Retired,45,Male,Married,Low,College,Media planner,Rent,2,0.42,416.0,Moderate,False,False,True,False,True,False
"C2628677,M,5310.32,2016-09-06 14:45:36",Student,35,Male,Married,High,College,Telecommunications researcher,Own,5,0.46,583.0,Good,False,False,False,True,False,True
"C2632655,F,37514.41,2016-09-08 20:59:50",Self-Employed,61,Male,Single,High,College,Health physicist,Own,3,0.24,549.0,Moderate,False,True,True,True,False,True
"C2634419,F,6388.02,2016-09-27 16:58:23",Retired,27,Male,Single,Medium,University,Energy manager,Rent,4,0.13,657.0,Good,False,False,False,False,True,False
"C2638829,F,2468930.52,2016-09-07 21:58:00",Self-Employed,55,Female,Married,Medium,College,Health promotion specialist,Rent,5,0.15,677.0,Good,True,True,True,True,False,True
"C2638835,M,13310.51,2016-08-21 18:37:14",Retired,25,Male,Married,Low,University,Child psychotherapist,Rent,4,0.3,733.0,Moderate,True,True,True,True,True,True
"C2639348,M,702.46,2016-09-01 14:08:34",Retired,21,Male,Married,High,University,Advertising art director,Rent,1,0.35,519.0,Moderate,True,True,False,False,True,True
"C2639738,M,1445469.19,2016-09-05 15:03:22",Retired,52,Male,Widowed,Low,University,"Scientist, research (life sciences)",Own,0,0.4,669.0,Good,False,False,False,False,True,True
"C2640058,M,375437.84,2016-08-26 09:08:42",Self-Employed,29,Male,Single,Medium,High School,"Programmer, systems",Own,1,0.27,755.0,Moderate,False,True,False,False,True,True
"C2641751,M,26600.13,2016-09-11 07:55:28",Student,27,Male,Married,Medium,College,"Lighting technician, broadcasting/film/video",Rent,3,0.27,713.0,Bad,False,False,True,False,True,False
"C2710134,M,1446.03,2016-09-05 15:14:34",Retired,59,Male,Single,High,College,"Scientist, audiological",Own,2,0.22,500.0,Good,True,True,True,True,True,False
"C2710468,M,25.16,2016-08-15 17:02:07",Retired,38,Male,Single,High,University,Operational researcher,Rent,4,0.48,410.0,Good,False,True,True,False,True,True
"C2712545,M,28856.25,2016-09-12 19:11:09",Retired,39,Male,Widowed,Medium,High School,Freight forwarder,Rent,3,0.38,695.0,Moderate,True,True,True,True,True,False
"C2714149,F,5686.74,2016-09-05 15:41:03",Student,49,Female,Single,Medium,High School,Sales executive,Own,3,0.24,400.0,Bad,True,True,False,False,False,False
"C2717526,M,88908.09,2016-09-06 12:17:25",Student,68,Female,Divorced,High,College,Stage manager,Rent,4,0.19,434.0,Bad,False,False,True,False,False,False
"C2718732,M,11815.51,2016-09-09 17:34:13",Retired,23,Female,Married,Low,High School,Public house manager,Rent,2,0.14,547.0,Moderate,False,True,False,True,True,True
"C2723019,F,39976.28,2016-09-08 22:56:58",Retired,31,Male,Divorced,Low,High School,Commercial horticulturist,Own,5,0.11,813.0,Good,True,True,True,True,False,False
"C2723757,M,274.96,2016-09-09 03:07:39",Student,65,Female,Married,Low,High School,Minerals surveyor,Rent,4,0.49,685.0,Moderate,True,True,True,False,True,True
"C2727073,M,2237.3,2016-09-12 14:00:02",Student,23,Female,Single,Low,College,Meteorologist,Own,3,0.17,589.0,Bad,True,True,True,False,False,True
"C2727784,M,37559.2,2016-08-29 13:53:39",Retired,34,Male,Divorced,High,College,"Therapist, drama",Rent,3,0.31,415.0,Moderate,False,True,False,False,False,False
"C2730015,M,9395.74,2016-09-11 17:56:01",Student,28,Female,Single,High,College,Special educational needs teacher,Own,4,0.49,507.0,Moderate,True,False,True,True,False,False
"C2730947,M,8609.16,2016-09-30 20:28:15",Young Professional,50,Male,Widowed,Low,College,Estate agent,Own,1,0.45,659.0,Bad,False,True,True,False,False,True
"C2732192,M,4304.35,2016-08-17 19:59:26",Student,29,Male,Married,High,College,Music tutor,Rent,1,0.17,725.0,Moderate,True,False,False,True,False,False
"C2732236,M,184.34,2016-09-11 19:04:23",Young Professional,48,Female,Widowed,Low,College,Dentist,Rent,5,0.34,792.0,Bad,True,True,False,True,False,False
"C2732644,F,4261.27,2016-09-15 07:20:22",Self-Employed,32,Female,Married,Medium,High School,Sports development officer,Own,4,0.26,335.0,Bad,True,False,True,False,False,True
"C2733847,M,2787.66,2016-09-12 22:19:46",Retired,57,Male,Married,Low,High School,Agricultural engineer,Rent,3,0.12,435.0,Bad,True,False,False,False,True,True
"C2734269,M,3969.29,2016-09-30 13:05:15",Retired,51,Male,Married,Low,University,Housing manager/officer,Rent,4,0.28,431.0,Good,False,False,False,True,False,True
"C2734281,M,10584.83,2016-09-02 19:38:25",Student,21,Male,Divorced,Low,High School,"Production assistant, television",Rent,1,0.33,309.0,Moderate,True,False,True,True,True,False
"C2735827,M,26782.11,2016-09-10 17:11:11",Retired,58,Male,Married,High,College,Multimedia programmer,Rent,1,0.4,684.0,Moderate,True,False,False,True,True,False
"C2737466,M,487.84,2016-09-15 11:50:51",Young Professional,26,Male,Divorced,High,College,Herpetologist,Rent,3,0.3,783.0,Moderate,True,False,True,False,False,False
"C2737526,M,16542.31,2016-09-05 09:33:56",Young Professional,55,Female,Divorced,Low,High School,Associate Professor,Own,0,0.3,506.0,Good,True,False,False,True,True,True
"C2810823,M,102191.69,2016-09-27 17:15:39",Student,34,Female,Married,High,College,Ship broker,Own,3,0.38,340.0,Bad,True,False,True,True,True,False
"C2811576,M,108862.23,2016-09-14 14:48:50",Retired,58,Female,Single,Medium,High School,Public house manager,Own,1,0.25,550.0,Bad,False,False,True,True,False,True
"C2813968,M,16625.4,2016-09-13 12:22:45",Young Professional,30,Female,Widowed,Medium,College,Hydrographic surveyor,Own,4,0.21,490.0,Moderate,False,True,False,False,False,False
"C2817562,M,5547.45,2016-09-15 10:30:50",Student,55,Male,Widowed,Medium,College,Records manager,Own,2,0.21,768.0,Good,True,False,True,False,True,False
"C2818153,M,130959.63,2016-09-07 17:04:26",Self-Employed,64,Female,Single,Low,High School,"Therapist, sports",Rent,5,0.28,527.0,Moderate,True,False,True,False,False,False
"C2818670,F,1974.38,2016-09-10 17:32:36",Self-Employed,64,Female,Single,Low,College,Accounting technician,Own,0,0.1,789.0,Bad,True,False,False,False,True,True
"C2818887,F,104405.16,2016-09-13 14:16:01",Self-Employed,23,Female,Widowed,Medium,High School,Theatre manager,Own,1,0.12,312.0,Bad,True,True,True,True,False,True
"C2819332,M,29.25,2016-09-07 21:13:17",Young Professional,50,Female,Divorced,High,University,Professor Emeritus,Own,0,0.19,588.0,Good,False,True,True,True,False,True
"C2819828,F,10106.47,2016-09-13 21:36:25",Retired,45,Female,Divorced,High,High School,Child psychotherapist,Own,4,0.4,790.0,Bad,False,False,True,True,False,False
"C2820445,M,18273.87,2016-09-11 18:20:38",Young Professional,70,Male,Widowed,High,High School,Manufacturing systems engineer,Rent,0,0.22,597.0,Moderate,True,False,True,False,True,False
"C2820957,M,941841.92,2016-09-26 13:33:16",Self-Employed,59,Female,Widowed,Low,University,Environmental education officer,Own,3,0.31,427.0,Good,True,True,True,False,True,True
"C2824173,M,793.39,2016-09-12 16:02:20",Student,41,Male,Married,Medium,University,Medical technical officer,Rent,4,0.14,794.0,Bad,False,False,False,False,False,True
"C2824691,M,12741.28,2016-08-27 14:45:33",Self-Employed,52,Male,Widowed,High,University,Communications engineer,Own,1,0.46,689.0,Moderate,True,True,False,True,True,True
"C2826963,M,2054.48,2016-09-18 13:14:43",Self-Employed,61,Male,Widowed,High,University,Food technologist,Own,0,0.16,447.0,Moderate,False,False,True,True,True,False
"C2829827,M,46317.18,2016-09-11 09:44:08",Retired,49,Female,Divorced,High,High School,"Clinical scientist, histocompatibility and immunogenetics",Own,0,0.27,632.0,Good,False,False,False,False,False,False
"C2830089,M,53177.81,2016-09-11 20:52:09",Retired,48,Male,Divorced,Medium,College,TEFL teacher,Rent,1,0.12,368.0,Moderate,True,False,True,True,True,True
"C2831649,M,50915.43,2016-09-09 12:03:04",Self-Employed,55,Female,Single,High,College,Economist,Own,2,0.16,694.0,Moderate,True,False,False,True,True,False
"C2833541,M,19713.03,2016-09-25 21:20:03",Self-Employed,33,Female,Single,Medium,University,Marketing executive,Own,5,0.37,486.0,Bad,True,False,True,True,True,True
"C2835652,M,20776.39,2016-09-30 15:39:29",Student,33,Male,Married,Medium,High School,"Engineer, maintenance (IT)",Rent,3,0.46,817.0,Good,False,True,False,True,True,False
"C2836224,M,3979.79,2016-09-11 21:08:55",Student,27,Male,Single,Low,College,Tour manager,Rent,1,0.27,526.0,Moderate,False,True,False,False,True,False
"C2836559,M,2939.0,2016-08-30 23:36:19",Self-Employed,47,Male,Divorced,Medium,College,Proofreader,Rent,4,0.41,641.0,Moderate,False,True,True,True,False,False
"C2838064,M,66684.18,2016-09-25 20:12:32",Self-Employed,67,Male,Divorced,Low,University,Management consultant,Rent,5,0.1,545.0,Moderate,False,True,True,False,False,True
"C2838074,M,1522.49,2016-09-15 05:09:45",Self-Employed,55,Female,Divorced,High,College,Agricultural consultant,Own,1,0.34,792.0,Bad,False,True,True,True,False,True
"C2838743,M,1493702.18,2016-09-14 20:25:19",Retired,22,Male,Single,Low,College,"Engineer, site",Rent,1,0.11,761.0,Good,True,True,True,True,False,True
"C2839078,F,22115.33,2016-09-14 14:39:58",Student,41,Male,Single,Low,College,Historic buildings inspector/conservation officer,Own,1,0.23,598.0,Good,True,False,False,False,False,False
"C2841665,F,32493.31,2016-09-04 20:54:51",Young Professional,58,Female,Single,Low,University,Air broker,Rent,4,0.41,581.0,Good,True,False,True,True,True,True
"C2910363,M,2199.71,2016-09-18 14:44:29",Young Professional,62,Male,Divorced,High,University,Heritage manager,Rent,3,0.32,531.0,Bad,False,True,False,True,True,False
"C2910390,F,3299.01,2016-09-23 20:19:37",Young Professional,25,Female,Single,Medium,College,Illustrator,Rent,5,0.39,535.0,Good,False,True,False,False,False,False
"C2911249,F,32018.74,2016-09-12 14:16:17",Retired,62,Female,Married,High,College,Industrial buyer,Rent,4,0.26,454.0,Good,False,True,True,True,False,False
"C2913776,M,69630.43,2016-09-01 21:23:59",Retired,49,Male,Married,Low,College,"Librarian, public",Own,5,0.23,501.0,Moderate,False,True,False,True,False,False
"C2914559,M,325.83,2016-09-04 10:24:45",Retired,26,Female,Divorced,High,College,"Education officer, environmental",Own,2,0.22,669.0,Moderate,True,False,True,False,True,False
"C2915746,M,4012.62,2016-09-14 13:23:51",Student,60,Male,Widowed,High,College,Event organiser,Own,2,0.22,559.0,Bad,True,True,True,False,False,False
"C2916650,F,26780.89,2016-09-09 14:00:46",Retired,65,Female,Widowed,Low,University,"Engineer, technical sales",Own,4,0.22,799.0,Good,False,True,False,True,True,False
"C2916662,F,8861.24,2016-09-09 14:44:40",Young Professional,50,Female,Married,High,University,Exhibition designer,Own,3,0.4,325.0,Bad,True,True,True,False,False,True
"C2917369,M,91977.95,2016-09-13 18:38:17",Self-Employed,51,Male,Divorced,High,High School,Building services engineer,Own,4,0.21,494.0,Moderate,True,False,False,False,True,False
"C2919015,M,11835.47,2016-09-08 22:59:29",Self-Employed,44,Female,Widowed,High,High School,Research scientist (life sciences),Rent,0,0.15,464.0,Good,True,False,True,False,True,False
"C2919084,M,80.03,2016-09-08 19:20:10",Retired,70,Female,Married,High,High School,Contractor,Own,4,0.48,464.0,Good,True,False,True,True,False,False
"C2921587,M,13374.24,2016-09-09 09:01:09",Student,58,Female,Divorced,Medium,High School,Barrister,Own,4,0.36,719.0,Bad,True,False,True,False,False,True
"C2923274,M,0.0,2016-09-09 22:43:56",Student,51,Male,Married,Low,University,IT sales professional,Own,0,0.31,448.0,Good,True,True,True,True,True,True
"C2923336,M,13715.66,2016-09-09 14:09:19",Self-Employed,64,Male,Widowed,Medium,High School,Waste management officer,Own,2,0.46,732.0,Moderate,True,False,False,True,False,False
"C2923951,M,89.73,2016-08-28 17:16:10",Young Professional,57,Male,Single,High,High School,Dealer,Rent,5,0.26,559.0,Moderate,False,False,False,True,True,True
"C2924955,F,36221.63,2016-09-11 13:02:02",Young Professional,33,Male,Single,High,University,"Engineer, electronics",Own,2,0.24,472.0,Bad,True,True,True,False,True,True
"C2925688,M,2516.82,2016-09-14 18:43:40",Young Professional,26,Male,Divorced,High,University,Learning disability nurse,Own,1,0.38,523.0,Bad,False,True,True,False,True,False
"C2926346,M,10875.61,2016-09-02 23:59:40",Retired,41,Female,Single,Low,University,"Pharmacist, community",Rent,1,0.36,833.0,Good,False,False,True,True,False,True
"C2926777,M,275062.79,2016-09-08 15:02:03",Retired,35,Female,Single,Medium,College,Pensions consultant,Own,3,0.35,596.0,Good,True,True,False,True,True,False
"C2926825,M,37110.26,2016-09-04 20:39:49",Student,43,Male,Widowed,Medium,High School,"Engineer, control and instrumentation",Rent,4,0.43,618.0,Good,False,True,True,False,True,False
"C2927039,M,7557.59,2016-09-26 20:06:30",Young Professional,48,Male,Divorced,Low,University,"Chemist, analytical",Rent,5,0.34,357.0,Moderate,True,False,True,True,False,True
"C2927636,M,351135.81,2016-09-07 23:13:18",Student,57,Female,Single,Medium,High School,Television production assistant,Own,3,0.11,737.0,Moderate,True,True,True,False,False,True
"C2927851,F,3225.3,2016-09-10 22:31:46",Retired,66,Female,Widowed,High,College,Legal executive,Own,2,0.19,574.0,Moderate,True,False,True,False,True,True
"C2929055,M,4411.8,2016-08-30 22:45:58",Retired,48,Female,Single,High,High School,Associate Professor,Rent,5,0.18,809.0,Moderate,True,False,True,False,True,True
"C2930080,F,171179.15,2016-09-13 17:16:04",Retired,41,Female,Widowed,Low,University,Mechanical engineer,Rent,2,0.28,444.0,Good,True,True,False,False,True,False
"C2930892,M,7544.37,2016-08-31 22:48:19",Young Professional,70,Male,Widowed,Low,University,"Teacher, special educational needs",Rent,3,0.28,783.0,Good,False,False,True,True,False,True
"C2931817,M,39155.36,2016-09-06 13:00:13",Self-Employed,32,Male,Married,Medium,University,Occupational hygienist,Rent,4,0.16,360.0,Good,False,True,True,True,False,True
"C2936370,M,245.94,2016-09-12 20:00:09",Retired,55,Male,Divorced,Low,University,Health and safety adviser,Own,3,0.25,317.0,Moderate,False,True,False,True,True,False
"C2941063,M,9188.46,2016-09-10 13:59:08",Young Professional,70,Female,Divorced,Medium,High School,Electronics engineer,Rent,0,0.11,644.0,Moderate,False,True,False,True,True,False
"C2941492,M,10489.1,2016-09-07 04:47:52",Self-Employed,60,Male,Married,High,College,"Psychologist, educational",Own,1,0.39,564.0,Good,True,True,True,False,False,False
"C3011582,M,4273.13,2016-09-26 17:29:13",Young Professional,52,Female,Divorced,Medium,High School,Operations geologist,Own,5,0.39,477.0,Moderate,True,True,True,True,True,False
"C3014256,F,69194.53,2016-09-11 07:24:25",Retired,43,Male,Married,Low,College,"Engineer, structural",Rent,4,0.32,737.0,Bad,False,False,True,False,True,True
"C3014758,M,83746.83,2016-09-26 18:37:29",Student,64,Female,Divorced,Low,College,Automotive engineer,Own,3,0.14,455.0,Good,False,True,True,True,False,False
"C3018070,M,40356.54,2016-09-13 14:59:17",Young Professional,67,Female,Widowed,High,University,Architect,Rent,2,0.14,621.0,Bad,True,False,False,True,False,True
"C3018232,M,201994.18,2016-09-04 20:01:26",Student,44,Female,Single,Low,High School,Minerals surveyor,Own,5,0.38,605.0,Good,False,False,True,False,False,False
"C3021161,F,31627.73,2016-09-10 19:32:25",Young Professional,65,Female,Widowed,Low,College,"Engineer, energy",Rent,5,0.4,783.0,Moderate,False,False,True,True,False,True
"C3021167,M,237609.53,2016-08-24 17:54:56",Young Professional,21,Male,Married,High,University,Advertising account executive,Rent,0,0.39,837.0,Moderate,True,False,True,False,False,False
"C3021446,M,1275.3,2016-09-04 16:51:19",Retired,68,Male,Married,Medium,College,Risk analyst,Own,0,0.23,607.0,Good,True,False,False,False,True,True
"C3021653,M,315346.9,2016-09-26 21:06:41",Retired,62,Female,Widowed,High,University,Stage manager,Own,2,0.33,806.0,Bad,True,False,False,True,True,True
"C3021983,M,95331.39,2016-09-10 13:05:45",Student,35,Male,Single,Medium,High School,"Engineer, technical sales",Rent,3,0.41,448.0,Bad,True,False,False,False,False,False
"C3022285,M,11375.96,2016-09-11 21:14:04",Retired,29,Female,Widowed,Medium,College,Town planner,Own,2,0.41,836.0,Moderate,True,False,False,True,True,True
"C3028417,M,15435.54,2016-09-07 19:59:06",Student,23,Female,Divorced,Medium,High School,Photographer,Own,2,0.19,482.0,Bad,True,True,True,False,False,True
"C3032241,M,12298.09,2016-08-29 12:12:29",Student,36,Female,Divorced,High,College,Broadcast presenter,Own,1,0.47,623.0,Good,True,False,False,True,False,True
"C3037921,F,27233.36,2016-09-03 13:00:05",Retired,67,Male,Divorced,Low,College,Information officer,Rent,4,0.3,678.0,Moderate,True,False,False,True,False,True
"C3040576,F,245686.5,2016-09-18 19:00:25",Self-Employed,68,Male,Divorced,Medium,College,Product manager,Rent,0,0.47,352.0,Bad,True,False,True,False,False,False
"C3040655,M,744299.01,2016-09-25 22:51:58",Young Professional,53,Male,Divorced,Medium,High School,Volunteer coordinator,Own,5,0.44,718.0,Good,False,False,False,False,False,True
"C3041843,M,8.75,2016-09-14 18:05:12",Self-Employed,33,Female,Widowed,High,High School,"Producer, television/film/video",Rent,2,0.11,589.0,Bad,True,False,False,False,True,True
"C3110651,M,49704.85,2016-09-09 13:06:00",Young Professional,40,Male,Divorced,Low,University,Armed forces operational officer,Own,1,0.23,666.0,Moderate,False,True,False,True,False,False
"C3110653,M,249108.86,2016-09-26 16:33:04",Student,53,Female,Widowed,High,University,Legal secretary,Rent,1,0.45,317.0,Bad,True,False,False,True,False,True
"C3110688,F,51102.15,2016-09-10 20:45:44",Young Professional,43,Male,Married,Medium,University,Information officer,Rent,4,0.16,755.0,Moderate,True,False,False,False,False,True
"C3111381,M,12269.1,2016-09-13 17:29:31",Student,23,Female,Married,High,College,Therapeutic radiographer,Own,0,0.33,542.0,Good,False,True,True,True,True,False
"C3112464,M,37129.68,2016-08-26 21:30:28",Retired,61,Male,Divorced,Medium,High School,Ambulance person,Rent,0,0.31,824.0,Moderate,True,False,True,True,False,False
"C3113853,M,2925.78,2016-09-03 22:45:30",Self-Employed,45,Male,Married,High,University,Chartered certified accountant,Rent,2,0.24,847.0,Bad,False,True,False,True,True,False
"C3114022,M,25224.59,2016-09-01 19:57:10",Retired,52,Male,Single,Medium,University,"Engineer, manufacturing systems",Rent,3,0.22,420.0,Bad,False,False,True,True,True,True
"C3114132,M,173628.47,2016-09-15 14:18:21",Retired,22,Female,Widowed,High,College,IT consultant,Own,4,0.16,760.0,Good,True,False,True,True,True,False
"C3117188,M,8624.41,2016-09-14 19:20:18",Self-Employed,70,Male,Single,Low,High School,Tax inspector,Own,4,0.24,826.0,Good,True,True,False,False,False,True
"C3120246,M,8024.13,2016-09-26 15:22:22",Self-Employed,60,Male,Divorced,Medium,College,Printmaker,Rent,2,0.19,582.0,Moderate,False,False,False,False,False,False
"C3121734,M,27194.62,2016-09-18 16:48:33",Student,68,Female,Married,Low,University,Theatre stage manager,Own,3,0.34,835.0,Bad,False,True,False,True,False,False
"C3123765,M,43075.24,2016-09-14 10:59:43",Self-Employed,55,Female,Single,Low,High School,Special effects artist,Own,3,0.23,423.0,Good,True,True,True,True,True,True
"C3124624,F,25373.35,2016-09-09 14:45:13",Retired,58,Female,Single,Medium,University,Youth worker,Own,2,0.41,490.0,Good,False,False,True,True,False,False
"C3129455,M,33629.69,2016-09-11 21:11:34",Student,22,Female,Married,Low,High School,Field seismologist,Rent,5,0.2,564.0,Good,True,True,False,False,True,True
"C3129464,M,8.93,2016-09-22 13:03:38",Student,70,Male,Married,Low,College,Historic buildings inspector/conservation officer,Rent,2,0.26,379.0,Bad,True,False,True,True,False,True
