,"CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed",queryFormat
570,"C3340318,M,61.33,2016-09-09 12:13:11,Student,24,Male,Widowed,Medium,University,Holiday representative,Rent,2,0.38,445.0,Moderate,True,False,True,True,False,True,""Interest-Only Mortgage, Prime Foreign Currency Account, Student Credit Card""","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C3340318,M,61.33,2016-09-09 12:13:11,Student,24,Male,Widowed,Medium,University,Holiday representative,Rent,2,0.38,445.0,Moderate,True,False,True,True,False,True,""Interest-Only Mortgage, Prime Foreign Currency Account, Student Credit Card""'}, suggest suitable banking lending products"
571,"C3341040,M,14955.92,2016-09-03 21:08:10,Student,22,Male,Widowed,Medium,University,Charity fundraiser,Own,0,0.16,621.0,Bad,True,True,True,False,False,False,""Flexi Fixed Deposit, Infinity Capital Smart ULIP, Fixed-Rate Home Loan, Platinum Rewards Credit Card""","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C3341040,M,14955.92,2016-09-03 21:08:10,Student,22,Male,Widowed,Medium,University,Charity fundraiser,Own,0,0.16,621.0,Bad,True,True,True,False,False,False,""Flexi Fixed Deposit, Infinity Capital Smart ULIP, Fixed-Rate Home Loan, Platinum Rewards Credit Card""'}, suggest suitable banking lending products"
572,"C3341926,M,19463.99,2016-08-28 13:03:54,Retired,58,Male,Married,Medium,University,Landscape architect,Rent,3,0.48,702.0,Moderate,False,False,False,False,True,False,TaxSmart Pro Advisory","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C3341926,M,19463.99,2016-08-28 13:03:54,Retired,58,Male,Married,Medium,University,Landscape architect,Rent,3,0.48,702.0,Moderate,False,False,False,False,True,False,TaxSmart Pro Advisory'}, suggest suitable banking lending products"
573,"C3410052,M,144.57,2016-09-23 12:53:38,Young Professional,64,Female,Single,High,High School,Bonds trader,Own,5,0.46,588.0,Moderate,False,False,False,True,False,True,""SafeHome Insurance Planner, Jumbo Mortgage""","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C3410052,M,144.57,2016-09-23 12:53:38,Young Professional,64,Female,Single,High,High School,Bonds trader,Own,5,0.46,588.0,Moderate,False,False,False,True,False,True,""SafeHome Insurance Planner, Jumbo Mortgage""'}, suggest suitable banking lending products"
574,"C3411189,F,526083.13,2016-08-25 10:10:14,Student,36,Female,Single,High,High School,Ambulance person,Rent,2,0.36,754.0,Moderate,True,False,False,True,False,True,""Conventional Mortgage, Online Shopping Card""","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C3411189,F,526083.13,2016-08-25 10:10:14,Student,36,Female,Single,High,High School,Ambulance person,Rent,2,0.36,754.0,Moderate,True,False,False,True,False,True,""Conventional Mortgage, Online Shopping Card""'}, suggest suitable banking lending products"
575,"C3412019,M,41786.69,2016-09-14 20:44:40,Young Professional,39,Female,Divorced,Medium,College,Adult guidance worker,Own,2,0.43,633.0,Bad,True,False,True,False,True,True,""USDA Loan, Medical Loan, Debt Consolidation Loan, Infinity Capital Smart ULIP""","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C3412019,M,41786.69,2016-09-14 20:44:40,Young Professional,39,Female,Divorced,Medium,College,Adult guidance worker,Own,2,0.43,633.0,Bad,True,False,True,False,True,True,""USDA Loan, Medical Loan, Debt Consolidation Loan, Infinity Capital Smart ULIP""'}, suggest suitable banking lending products"
576,"C3413772,M,32017.17,2016-09-13 12:54:28,Self-Employed,55,Male,Widowed,High,High School,""Psychologist, prison and probation services"",Rent,2,0.12,788.0,Bad,True,True,True,True,False,True,""Adjustable-Rate Mortgage, Green Home Loan""","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C3413772,M,32017.17,2016-09-13 12:54:28,Self-Employed,55,Male,Widowed,High,High School,""Psychologist, prison and probation services"",Rent,2,0.12,788.0,Bad,True,True,True,True,False,True,""Adjustable-Rate Mortgage, Green Home Loan""'}, suggest suitable banking lending products"
577,"C3414060,F,213070.86,2016-09-13 21:35:56,Student,37,Female,Single,High,College,Scientific laboratory technician,Own,0,0.37,307.0,Good,True,True,False,False,True,True,""Virtual Card Vault, Credit Score Accelerator Program, USDA Loan, Elite Privilege Banking, Grocery Shopper Card""","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C3414060,F,213070.86,2016-09-13 21:35:56,Student,37,Female,Single,High,College,Scientific laboratory technician,Own,0,0.37,307.0,Good,True,True,False,False,True,True,""Virtual Card Vault, Credit Score Accelerator Program, USDA Loan, Elite Privilege Banking, Grocery Shopper Card""'}, suggest suitable banking lending products"
578,"C3415749,M,237294.33,2016-08-28 20:20:30,Retired,37,Female,Single,High,University,Financial risk analyst,Own,5,0.25,393.0,Bad,True,False,True,False,False,False,Agriculture Loan","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C3415749,M,237294.33,2016-08-28 20:20:30,Retired,37,Female,Single,High,University,Financial risk analyst,Own,5,0.25,393.0,Bad,True,False,True,False,False,False,Agriculture Loan'}, suggest suitable banking lending products"
579,"C3417135,M,6882.54,2016-09-09 18:55:20,Self-Employed,65,Female,Single,Low,High School,Tour manager,Rent,3,0.41,782.0,Good,True,False,True,False,True,False,""NextGen Tech Fund, USDA Loan, Fuel Saver Credit Card, Fixed-Rate Home Loan""","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C3417135,M,6882.54,2016-09-09 18:55:20,Self-Employed,65,Female,Single,Low,High School,Tour manager,Rent,3,0.41,782.0,Good,True,False,True,False,True,False,""NextGen Tech Fund, USDA Loan, Fuel Saver Credit Card, Fixed-Rate Home Loan""'}, suggest suitable banking lending products"
580,"C3417511,F,1581957.04,2016-09-13 20:44:46,Self-Employed,40,Male,Widowed,Medium,University,Set designer,Own,4,0.14,648.0,Moderate,False,False,True,True,False,False,""Millennial SIP Booster, Education Loan, Fixed-Rate Home Loan, Prime Foreign Currency Account, Green Future Infrastructure REIT""","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C3417511,F,1581957.04,2016-09-13 20:44:46,Self-Employed,40,Male,Widowed,Medium,University,Set designer,Own,4,0.14,648.0,Moderate,False,False,True,True,False,False,""Millennial SIP Booster, Education Loan, Fixed-Rate Home Loan, Prime Foreign Currency Account, Green Future Infrastructure REIT""'}, suggest suitable banking lending products"
581,"C3417816,F,2584.88,2016-09-06 15:56:01,Young Professional,21,Male,Single,Medium,University,Arts administrator,Own,2,0.3,336.0,Moderate,False,True,True,True,False,True,""FHA Loan, Infinity Capital Smart ULIP, Business Debit Card""","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C3417816,F,2584.88,2016-09-06 15:56:01,Young Professional,21,Male,Single,Medium,University,Arts administrator,Own,2,0.3,336.0,Moderate,False,True,True,True,False,True,""FHA Loan, Infinity Capital Smart ULIP, Business Debit Card""'}, suggest suitable banking lending products"
582,"C3417934,F,12975.55,2016-08-21 15:43:50,Retired,65,Female,Single,High,High School,""Editor, commissioning"",Rent,2,0.1,509.0,Good,False,True,True,False,True,True,""Medical Loan, Jumbo Home Loan, SafePay Fraud Protection Suite, Dynamic Equity-Linked Savings Plan""","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C3417934,F,12975.55,2016-08-21 15:43:50,Retired,65,Female,Single,High,High School,""Editor, commissioning"",Rent,2,0.1,509.0,Good,False,True,True,False,True,True,""Medical Loan, Jumbo Home Loan, SafePay Fraud Protection Suite, Dynamic Equity-Linked Savings Plan""'}, suggest suitable banking lending products"
583,"C3418025,M,20174.95,2016-08-30 21:26:26,Retired,43,Female,Widowed,Medium,College,Web designer,Rent,2,0.38,790.0,Bad,False,False,True,False,True,False,Wedding Loan","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C3418025,M,20174.95,2016-08-30 21:26:26,Retired,43,Female,Widowed,Medium,College,Web designer,Rent,2,0.38,790.0,Bad,False,False,True,False,True,False,Wedding Loan'}, suggest suitable banking lending products"
584,"C3418564,M,6176.78,2016-09-11 23:33:19,Self-Employed,54,Male,Single,Medium,University,""Teacher, English as a foreign language"",Rent,2,0.32,592.0,Bad,False,True,True,False,True,False,""Jumbo Home Loan, Balloon Mortgage, Green Home Loan, Salary Advance Loan""","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C3418564,M,6176.78,2016-09-11 23:33:19,Self-Employed,54,Male,Single,Medium,University,""Teacher, English as a foreign language"",Rent,2,0.32,592.0,Bad,False,True,True,False,True,False,""Jumbo Home Loan, Balloon Mortgage, Green Home Loan, Salary Advance Loan""'}, suggest suitable banking lending products"
585,"C3418820,M,36.96,2016-08-22 21:58:43,Student,37,Female,Divorced,High,University,Management consultant,Own,2,0.43,849.0,Moderate,False,True,True,True,True,False,""VA Home Loan, Entertainment Card, Virtual Card Vault""","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C3418820,M,36.96,2016-08-22 21:58:43,Student,37,Female,Divorced,High,University,Management consultant,Own,2,0.43,849.0,Moderate,False,True,True,True,True,False,""VA Home Loan, Entertainment Card, Virtual Card Vault""'}, suggest suitable banking lending products"
586,"C3420814,F,14.04,2016-09-03 23:43:30,Self-Employed,36,Female,Widowed,High,College,""Engineer, building services"",Own,0,0.41,452.0,Moderate,False,True,False,True,True,True,""Business Expansion Loan, Grocery Shopper Card, Business Elite Card, Signature Cheque Protection, Jumbo Home Loan""","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C3420814,F,14.04,2016-09-03 23:43:30,Self-Employed,36,Female,Widowed,High,College,""Engineer, building services"",Own,0,0.41,452.0,Moderate,False,True,False,True,True,True,""Business Expansion Loan, Grocery Shopper Card, Business Elite Card, Signature Cheque Protection, Jumbo Home Loan""'}, suggest suitable banking lending products"
587,"C3421788,M,27258.29,2016-09-03 19:43:37,Retired,37,Female,Widowed,Medium,University,Dance movement psychotherapist,Own,2,0.41,335.0,Good,False,True,True,False,False,True,""AutoPay Smart Billing, Construction Loan, Gold Debit Card, Green Home Loan""","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C3421788,M,27258.29,2016-09-03 19:43:37,Retired,37,Female,Widowed,Medium,University,Dance movement psychotherapist,Own,2,0.41,335.0,Good,False,True,True,False,False,True,""AutoPay Smart Billing, Construction Loan, Gold Debit Card, Green Home Loan""'}, suggest suitable banking lending products"
588,"C3422625,F,201.9,2016-09-18 17:20:52,Self-Employed,21,Male,Single,High,University,Office manager,Rent,1,0.13,782.0,Bad,False,True,False,True,False,False,""Gold Debit Card, Vehicle Loan, Youth Debit Card, Platinum Debit Card, Business Elite Card""","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C3422625,F,201.9,2016-09-18 17:20:52,Self-Employed,21,Male,Single,High,University,Office manager,Rent,1,0.13,782.0,Bad,False,True,False,True,False,False,""Gold Debit Card, Vehicle Loan, Youth Debit Card, Platinum Debit Card, Business Elite Card""'}, suggest suitable banking lending products"
589,"C3422976,M,38266.4,2016-09-02 16:28:17,Young Professional,53,Female,Married,Low,University,Radiation protection practitioner,Rent,5,0.41,660.0,Moderate,True,True,False,True,True,False,""SafeHome Insurance Planner, Flexi Fixed Deposit, Senior Citizen Debit Card, Business Debit Card, AutoPay Smart Billing""","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C3422976,M,38266.4,2016-09-02 16:28:17,Young Professional,53,Female,Married,Low,University,Radiation protection practitioner,Rent,5,0.41,660.0,Moderate,True,True,False,True,True,False,""SafeHome Insurance Planner, Flexi Fixed Deposit, Senior Citizen Debit Card, Business Debit Card, AutoPay Smart Billing""'}, suggest suitable banking lending products"
590,"C3423044,F,14915.03,2016-09-26 13:55:12,Student,57,Male,Divorced,Medium,College,Ophthalmologist,Rent,2,0.4,393.0,Bad,True,False,True,True,False,False,""Reverse Mortgage, GoldMax Wealth Fund, Dynamic Equity-Linked Savings Plan""","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C3423044,F,14915.03,2016-09-26 13:55:12,Student,57,Male,Divorced,Medium,College,Ophthalmologist,Rent,2,0.4,393.0,Bad,True,False,True,True,False,False,""Reverse Mortgage, GoldMax Wealth Fund, Dynamic Equity-Linked Savings Plan""'}, suggest suitable banking lending products"
591,"C3423054,M,713179.83,2016-09-15 09:16:31,Retired,41,Female,Widowed,Low,University,""Embryologist, clinical"",Rent,2,0.44,734.0,Bad,True,False,False,True,False,True,""Luxury Debit Card, Wealth Premier Relationship Plan, Fixed-Rate Home Loan, Platinum Rewards Credit Card, Platinum Debit Card""","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C3423054,M,713179.83,2016-09-15 09:16:31,Retired,41,Female,Widowed,Low,University,""Embryologist, clinical"",Rent,2,0.44,734.0,Bad,True,False,False,True,False,True,""Luxury Debit Card, Wealth Premier Relationship Plan, Fixed-Rate Home Loan, Platinum Rewards Credit Card, Platinum Debit Card""'}, suggest suitable banking lending products"
592,"C3424635,F,38829.62,2016-09-08 19:51:48,Student,46,Female,Single,Low,High School,Economist,Rent,1,0.18,736.0,Good,False,False,False,False,True,True,""Medical Loan, VA Home Loan""","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C3424635,F,38829.62,2016-09-08 19:51:48,Student,46,Female,Single,Low,High School,Economist,Rent,1,0.18,736.0,Good,False,False,False,False,True,True,""Medical Loan, VA Home Loan""'}, suggest suitable banking lending products"
593,"C3428959,M,65525.15,2016-09-11 18:56:22,Retired,70,Female,Married,High,College,Hydrographic surveyor,Own,3,0.42,608.0,Bad,True,True,False,True,False,True,""Personalized Loan Pre-Approval Checker, VA Home Loan, Fixed-Rate Mortgage, Super Premium Credit Card""","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C3428959,M,65525.15,2016-09-11 18:56:22,Retired,70,Female,Married,High,College,Hydrographic surveyor,Own,3,0.42,608.0,Bad,True,True,False,True,False,True,""Personalized Loan Pre-Approval Checker, VA Home Loan, Fixed-Rate Mortgage, Super Premium Credit Card""'}, suggest suitable banking lending products"
594,"C3430872,M,109855.96,2016-09-09 20:59:07,Self-Employed,40,Male,Widowed,High,College,Mental health nurse,Own,3,0.32,810.0,Bad,False,True,False,False,False,False,""Credit Score Accelerator Program, FHA Loan""","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C3430872,M,109855.96,2016-09-09 20:59:07,Self-Employed,40,Male,Widowed,High,College,Mental health nurse,Own,3,0.32,810.0,Bad,False,True,False,False,False,False,""Credit Score Accelerator Program, FHA Loan""'}, suggest suitable banking lending products"
595,"C3431378,F,2577.38,2016-09-10 17:37:56,Self-Employed,64,Female,Widowed,Low,High School,Paediatric nurse,Rent,5,0.45,612.0,Moderate,True,True,False,False,True,False,""Signature Cheque Protection, Senior Citizen Debit Card, FHA Loan, Platinum Rewards Credit Card, Infinity Capital Smart ULIP""","Based on the following customer data: {'CustomerID,CustGender,CustAccountBalance,TransactionDateTime,User_Profile,Age,Gender,Marital_Status,Income_Level,Education_Level,Occupation,Residential_Status,Dependents,Debt_to_Income,Credit_Bureau_Score,Credit_History,Recent_Personal_Loan_Inquiry_6M,Recent_Credit_Card_Inquiry_6M,Recent_Mortgage_Inquiry_6M,Recent_Personal_Loan_Inquiry_1Y,Recent_Credit_Card_Inquiry_1Y,Recent_Mortgage_Inquiry_1Y,servicesUsed': 'C3431378,F,2577.38,2016-09-10 17:37:56,Self-Employed,64,Female,Widowed,Low,High School,Paediatric nurse,Rent,5,0.45,612.0,Moderate,True,True,False,False,True,False,""Signature Cheque Protection, Senior Citizen Debit Card, FHA Loan, Platinum Rewards Credit Card, Infinity Capital Smart ULIP""'}, suggest suitable banking lending products"
